exchange(交易所),code(代码),name(ETF简称),index_name(跟踪指数),fund_manager(基金管理人),listed_trading_days(上市交易天数_近300日封顶),suspend_days_60d(近60交易日停牌天数),adv_amount_60d(近60交易日日均成交额_元),avg_abs_premium_discount_60d(近60交易日平均绝对折溢价),pct_days_premium_discount_gt_1pct_60d(近60交易日折溢价超1%占比)
sh,560030,800价值,中证800价值指数,汇添富基金管理股份有限公司,300,0,250259.38,0.001404,0.000000
sh,560050,MSCIA50,MSCI中国A50互联互通人民币指数,汇添富基金管理股份有限公司,300,0,88945397.67,0.000873,0.000000
sh,560060,碳中和基,中证上海环交所碳中和指数,汇添富基金管理股份有限公司,300,0,2008334.05,0.000969,0.000000
sh,560070,央企分红,中证国新央企股东回报指数,汇添富基金管理股份有限公司,300,0,3912970.90,0.001374,0.000000
sh,560080,中药ETF,中证中药指数,汇添富基金管理股份有限公司,300,0,52483177.53,0.000808,0.000000
sh,560090,证券指数,中证全指证券公司指数,汇添富基金管理股份有限公司,300,0,124228771.13,0.000777,0.000000
sh,560100,增强ETF,中证小盘500指数,南方基金管理股份有限公司,300,0,12704506.80,0.001192,0.000000
sh,560110,ZZ1000,中证1000指数,汇添富基金管理股份有限公司,300,0,20526348.93,0.001407,0.000000
sh,560120,500现金,中证500自由现金流指数,华夏基金管理有限公司,195,0,39232504.67,0.001030,0.000000
sh,560130,食品基金,中证全指食品指数,鹏华基金管理有限公司,88,0,1379632.38,na,na
sh,560150,红利TK,中证红利低波动指数,泰康基金管理有限公司,300,0,10672087.22,0.000951,0.000000
sh,560160,食品E,中证全指食品指数,易方达基金管理有限公司,78,0,3459869.63,0.001204,0.000000
sh,560170,央企科技,中证国新央企科技引领指数,南方基金管理股份有限公司,300,0,48614047.23,0.001031,0.000000
sh,560180,ESG300,沪深300ESG基准指数,南方基金管理股份有限公司,300,0,3730933.82,0.000860,0.000000
sh,560190,公用事业,中证全指公用事业指数,鹏华基金管理有限公司,300,0,1908206.38,0.002166,0.033333
sh,560210,景顺农牧,中证全指农牧渔指数,景顺长城基金管理有限公司,46,0,11897532.70,0.001081,0.000000
sh,560220,2000基金,中证2000指数,广发基金管理有限公司,300,0,3370228.35,0.001756,0.016667
sh,560230,光伏富国,中证光伏产业指数,富国基金管理有限公司,70,0,10466481.45,0.001328,0.000000
sh,560250,红利质量,中证全指红利质量指数,富国基金管理有限公司,5,0,876634.00,0.001700,0.000000
sh,560260,医疗50,中证医疗指数,广发基金管理有限公司,300,0,6270605.97,0.001170,0.000000
sh,560270,电力指数,中证全指电力公用事业指数,工银瑞信基金管理有限公司,56,0,19833228.43,0.001476,0.000000
sh,560280,工程机械,中证工程机械主题指数,广发基金管理有限公司,300,0,235999580.67,0.001105,0.000000
sh,560290,景顺有色,中证有色金属矿业主题指数,景顺长城基金管理有限公司,70,0,11087439.27,0.001421,0.000000
sh,560300,电信50,中证电信主题指数,汇添富基金管理股份有限公司,300,0,1417419.18,0.001386,0.016667
sh,560310,光伏博时,中证光伏产业指数,博时基金管理有限公司,60,0,7797701.00,0.001722,0.016667
sh,560320,食品富国,中证全指食品指数,富国基金管理有限公司,12,0,2562338.85,na,na
sh,560330,300价值E,沪深300价值指数,申万菱信基金管理有限公司,300,0,1070436.93,0.001309,0.000000
sh,560350,A50指数,中证A50指数,摩根基金管理（中国）有限公司,300,0,40016637.28,0.000881,0.000000
sh,560360,软件指数,中证软件服务指数,万家基金管理有限公司,300,0,7022812.65,0.000996,0.000000
sh,560370,全指红利,中证全指红利质量指数,易方达基金管理有限公司,62,0,4277216.90,0.001199,0.000000
sh,560380,A100,中证100指数,南方基金管理股份有限公司,300,0,12566575.75,0.000638,0.000000
sh,560390,电网E,恒生A股电网设备指数,易方达基金管理有限公司,58,0,153657613.20,0.001141,0.000000
sh,560400,证券华泰,中证全指证券公司指数,华泰柏瑞基金管理有限公司,47,0,19958707.28,0.000880,0.000000
sh,560410,电池鹏华,中证电池主题指数,鹏华基金管理有限公司,27,0,8124076.47,na,na
sh,560420,食品Q,中证全指食品指数,前海开源基金管理有限公司,8,0,1553666.20,0.002083,0.000000
sh,560450,电力TH,中证全指电力公用事业指数,天弘基金管理有限公司,18,0,14221209.93,0.001236,0.000000
sh,560460,电力平安,中证全指电力公用事业指数,平安基金管理有限公司,10,0,7251731.43,0.001461,0.000000
sh,560470,有色E,中证细分有色金属产业主题指数,易方达基金管理有限公司,18,0,6357487.68,0.001771,0.000000
sh,560480,中证电力,中证全指电力公用事业指数,招商基金管理有限公司,3,0,2273435.07,0.000594,0.000000
sh,560490,华泰有色,中证工业有色金属主题指数,华泰柏瑞基金管理有限公司,3,0,4025413.93,0.001102,0.000000
sh,560500,500质量,中证500质量成长指数,鹏扬基金管理有限公司,300,0,4248772.85,0.000861,0.000000
sh,560510,中证A500,中证A500指数,泰康基金管理有限公司,300,0,66542654.07,0.001162,0.000000
sh,560520,红利大成,中证红利低波动100指数,大成基金管理有限公司,300,0,470766.63,0.001383,0.000000
sh,560530,A500ETF,中证A500指数,摩根基金管理（中国）有限公司,300,0,85104647.33,0.001150,0.000000
sh,560550,碳中和,中证上海环交所碳中和指数,广发基金管理有限公司,300,0,2025068.63,0.001384,0.000000
sh,560560,碳中和TK,中证内地低碳经济主题指数,泰康基金管理有限公司,300,0,1527013.73,0.002047,0.016667
sh,560570,A500低波,中证A500红利低波动指数,国联安基金管理有限公司,163,0,36498510.57,0.001118,0.000000
sh,560580,电力指基,中证全指电力公用事业指数,南方基金管理股份有限公司,300,0,15910750.38,0.001776,0.000000
sh,560590,1000鹏华,中证1000指数,鹏华基金管理有限公司,300,0,3377237.25,0.003671,0.083333
sh,560610,A500指数,中证A500指数,招商基金管理有限公司,300,0,111271732.00,0.001375,0.000000
sh,560620,公用WJ,中证全指公用事业指数,万家基金管理有限公司,300,0,1064649.43,0.001721,0.016667
sh,560630,机器人WJ,中证机器人指数,万家基金管理有限公司,280,0,11146680.98,0.000961,0.000000
sh,560650,核心50,中证企业核心竞争力50指数,民生加银基金管理有限公司,300,0,668586.25,0.001316,0.000000
sh,560660,云50ETF,中证云计算50指数,新华基金管理股份有限公司,300,0,15304974.95,0.018223,0.016667
sh,560680,龙头消费,中证主要消费指数,广发基金管理有限公司,300,0,12390013.68,0.000789,0.000000
sh,560690,电信主题,中证电信主题指数,鹏华基金管理有限公司,300,0,2540702.05,0.001761,0.033333
sh,560700,央红利50,中证国新央企股东回报指数,广发基金管理有限公司,300,0,9072700.90,0.000874,0.000000
sh,560710,船舶ETF,中证智选船舶产业指数,富国基金管理有限公司,70,0,133665727.60,0.001228,0.000000
sh,560750,A500申万,中证A500指数,申万菱信基金管理有限公司,300,0,11106682.08,0.001117,0.000000
sh,560770,机器人ZS,中证机器人指数,招商基金管理有限公司,176,0,33884064.20,0.000800,0.000000
sh,560780,半导设备,中证半导体材料设备主题指数,广发基金管理有限公司,300,0,232806964.80,0.001239,0.000000
sh,560790,软件服务,中证软件服务指数,鹏华基金管理有限公司,4,0,924938.50,0.000795,0.000000
sh,560800,数字ETF,中证数字经济主题指数,鹏扬基金管理有限公司,300,0,12379820.02,0.000694,0.000000
sh,560810,央企ESG,中证诚通央企ESG指数,融通基金管理有限公司,300,0,7999127.93,0.002526,0.033333
sh,560820,A50新华,中证A50指数,新华基金管理股份有限公司,268,0,168141.65,0.003703,0.033333
sh,560830,电指数,中证全指电力公用事业指数,华夏基金管理有限公司,3,0,9240211.33,0.000296,0.000000
sh,560850,信创50,中证信息技术应用创新产业指数,汇添富基金管理股份有限公司,300,0,7173063.63,0.000699,0.000000
sh,560860,工业有色,中证工业有色金属主题指数,万家基金管理有限公司,300,0,490623109.07,0.001377,0.000000
sh,560870,中银有色,中证工业有色金属主题指数,中银基金管理有限公司,4,0,1633723.85,0.001926,0.000000
sh,560880,家电基金,中证全指家用电器指数,广发基金管理有限公司,300,0,18735426.25,0.001010,0.000000
sh,560900,创新药企,中证创新药产业指数,摩根基金管理（中国）有限公司,300,0,11519082.92,0.001000,0.000000
sh,560910,中证电池,中证电池主题指数,华泰柏瑞基金管理有限公司,6,0,4779756.37,0.000918,0.000000
sh,560930,电力E,中证全指电力公用事业指数,易方达基金管理有限公司,11,0,6069651.00,0.001870,0.000000
sh,560950,500增,中证小盘500指数,汇添富基金管理股份有限公司,300,0,622799.18,0.002392,0.033333
sh,560980,光伏龙头,中证光伏龙头30指数,广发基金管理有限公司,300,0,44861888.57,0.001351,0.016667
sh,560990,科技先锋,中证科技先锋指数,中金基金管理有限公司,300,0,1976282.20,0.001782,0.016667
sh,561000,300指增,沪深300指数,华安基金管理有限公司,300,0,5395241.03,0.001918,0.033333
sh,561010,软件开发,中证全指软件开发指数,华安基金管理有限公司,300,0,13220691.87,0.000919,0.000000
sh,561050,稀金属E,中证稀有金属主题指数,易方达基金管理有限公司,5,0,4424821.55,0.001173,0.000000
sh,561060,红利国企,中证国有企业红利指数,华安基金管理有限公司,300,0,5256369.67,0.001137,0.000000
sh,561080,现金自由,中证全指自由现金流指数,华安基金管理有限公司,260,0,8353914.83,0.001176,0.000000
sh,561090,A500增,中证A500指数,华安基金管理有限公司,219,0,7482811.33,0.001699,0.000000
sh,561100,电子龙头,中证消费电子主题指数,富国基金管理有限公司,300,0,39987015.33,0.001295,0.000000
sh,561120,家电ETF,中证全指家用电器指数,富国基金管理有限公司,300,0,11226251.57,0.000899,0.000000
sh,561130,国货ETF,中证新华社民族品牌工程指数,富国基金管理有限公司,300,0,11323301.92,0.000928,0.000000
sh,561160,锂电池,中证电池主题指数,富国基金管理有限公司,300,0,97489340.13,0.000997,0.000000
sh,561170,绿电50,中证绿色电力指数,富国基金管理有限公司,300,0,42341409.90,na,na
sh,561180,A100ETF,中证100指数,富国基金管理有限公司,300,0,2598806.23,0.001117,0.000000
sh,561190,双碳ETF,中证上海环交所碳中和指数,富国基金管理有限公司,300,0,6568788.82,0.001001,0.000000
sh,561200,A100基金,中证100指数,工银瑞信基金管理有限公司,300,0,2202052.92,0.001238,0.000000
sh,561220,国企数字,中证诚通国企数字经济指数,工银瑞信基金管理有限公司,241,0,7389518.33,0.001124,0.000000
sh,561230,A50,中证A50指数,工银瑞信基金管理有限公司,300,0,22882783.60,0.000913,0.000000
sh,561260,能源ETF,中证国新央企现代能源指数,工银瑞信基金管理有限公司,300,0,6448058.05,0.001102,0.000000
sh,561280,增强1000,中证1000指数,工银瑞信基金管理有限公司,300,0,12730224.92,0.001528,0.000000
sh,561300,300增ETF,沪深300指数,国泰基金管理有限公司,300,0,29467685.53,0.001304,0.016667
sh,561310,消电ETF,中证消费电子主题指数,国泰基金管理有限公司,300,0,7880177.83,na,na
sh,561320,交运ETF,中证内地运输主题指数,国泰基金管理有限公司,300,0,1877911.12,0.000967,0.000000
sh,561330,矿业ETF,中证有色金属矿业主题指数,国泰基金管理有限公司,300,0,99671381.33,0.001157,0.000000
sh,561350,国泰500,中证小盘500指数,国泰基金管理有限公司,300,0,26889285.23,0.001222,0.000000
sh,561360,石油ETF,中证油气产业指数,国泰基金管理有限公司,300,0,681966013.87,0.002561,0.083333
sh,561370,2000ETF,中证2000指数,国泰基金管理有限公司,300,0,1106223.13,0.003989,0.066667
sh,561380,电网ETF,恒生A股电网设备指数,国泰基金管理有限公司,300,0,272439277.87,0.000990,0.000000
sh,561500,漂亮50,中证企业核心竞争力50指数,华泰柏瑞基金管理有限公司,300,0,3863020.47,0.001210,0.000000
sh,561510,中医药,中证中药指数,华泰柏瑞基金管理有限公司,300,0,1124363.33,0.001006,0.000000
sh,561550,500指增,中证小盘500指数,华泰柏瑞基金管理有限公司,300,0,52125718.50,0.001270,0.000000
sh,561560,电力ETF,中证全指电力公用事业指数,华泰柏瑞基金管理有限公司,300,0,156703263.73,0.001248,0.000000
sh,561570,油气基金,中证油气产业指数,华泰柏瑞基金管理有限公司,300,0,54492795.52,0.002665,0.083333
sh,561580,央企红利,中证中央企业红利指数,华泰柏瑞基金管理有限公司,300,0,80192366.40,0.000959,0.000000
sh,561590,1000增强,中证1000指数,华泰柏瑞基金管理有限公司,300,0,5858141.23,0.002548,0.033333
sh,561600,消费电子,中证消费电子主题指数,平安基金管理有限公司,300,0,18501246.03,0.001066,0.000000
sh,561660,通航基金,中证通用航空主题指数,平安基金管理有限公司,132,0,11809779.92,0.001409,0.000000
sh,561680,A500红低,中证A500红利低波动指数,平安基金管理有限公司,172,0,1956876.70,0.001196,0.000000
sh,561700,电力基金,中证全指电力公用事业指数,博时基金管理有限公司,300,0,13722633.08,0.001893,0.000000
sh,561750,A50博时,中证A50指数,博时基金管理有限公司,241,0,2570717.48,0.001789,0.016667
sh,561760,油气博时,中证油气资源指数,博时基金管理有限公司,300,0,46042030.08,0.002591,0.066667
sh,561770,指基A100,中证A100指数,博时基金管理有限公司,225,0,1804703.87,na,na
sh,561780,1000指增,中证1000指数,博时基金管理有限公司,300,0,3620106.20,0.003454,0.050000
sh,561790,现代能源,中证国新央企现代能源指数,博时基金管理有限公司,300,0,3862022.82,na,na
sh,561800,稀金属,中证稀有金属主题指数,华富基金管理有限公司,300,0,34197005.77,0.001170,0.016667
sh,561870,现金流指,中证全指自由现金流指数,华富基金管理有限公司,256,0,6448452.90,0.001029,0.000000
sh,561880,A100指数,中证A100指数,华富基金管理有限公司,300,0,4369136.52,0.001110,0.000000
sh,561900,沪深ESG,沪深300 ESG基准指数,招商基金管理有限公司,300,0,2281812.48,0.002173,0.033333
sh,561910,电池ETF,中证电池主题指数,招商基金管理有限公司,300,0,217484183.07,0.000867,0.000000
sh,561920,疫苗龙头,中证疫苗与生物技术指数,招商基金管理有限公司,300,0,886582.95,0.001962,0.000000
sh,561930,招商300,沪深300指数,招商基金管理有限公司,300,0,13517222.53,0.001163,0.000000
sh,561950,500增强A,中证500指数,招商基金管理有限公司,300,0,8005395.63,0.001444,0.016667
sh,561960,央企回报,中证国新央企股东回报指数,招商基金管理有限公司,300,0,1640541.42,0.001123,0.000000
sh,561980,芯片设备,中证半导体产业指数,招商基金管理有限公司,300,0,247378807.47,0.001058,0.000000
sh,561990,300增强,沪深300指数,招商基金管理有限公司,300,0,26774910.70,0.001001,0.000000
sh,562000,中证A100,中证100指数,华宝基金管理有限公司,300,0,10846113.53,na,na
sh,562010,绿色能源,中证绿色能源指数,华宝基金管理有限公司,300,0,2804478.93,0.002398,0.033333
sh,562030,信创基金,中证信息技术应用创新产业指数,华宝基金管理有限公司,300,0,5237152.93,0.002907,0.016667
sh,562050,药ETF,中证制药指数,华宝基金管理有限公司,228,0,9106585.57,0.001145,0.000000
sh,562060,标普红利,标普中国A股红利机会指数,华宝基金管理有限公司,300,0,77067653.63,0.001115,0.000000
sh,562070,300ETF增,沪深300指数,华宝基金管理有限公司,99,0,8902123.05,0.001488,0.000000
sh,562080,自由现金,沪深300自由现金流指数,华宝基金管理有限公司,271,0,43120393.85,0.001383,0.016667
sh,562300,低碳ETF,中证内地低碳经济主题指数,银华基金管理股份有限公司,300,0,765316.88,0.002110,0.016667
sh,562310,300成长,沪深300成长指数,银华基金管理股份有限公司,300,0,26080418.00,0.000829,0.000000
sh,562320,300价值A,沪深300价值指数,银华基金管理股份有限公司,300,0,7295575.85,0.000847,0.000000
sh,562330,500价值,中证500价值指数,银华基金管理股份有限公司,300,0,600228.07,0.002573,0.016667
sh,562340,500成长,中证500质量成长指数,银华基金管理股份有限公司,300,0,600259.40,0.004124,0.100000
sh,562350,电力,中证全指电力公用事业指数,银华基金管理股份有限公司,300,0,14396577.88,0.001819,0.000000
sh,562360,机器人YH,中证机器人指数,银华基金管理股份有限公司,300,0,22338644.83,0.000688,0.000000
sh,562380,科技引领,中证国新央企科技引领指数,银华基金管理股份有限公司,300,0,4884094.82,0.001202,0.000000
sh,562390,中药,中证中药指数,银华基金管理股份有限公司,300,0,1218521.20,0.000951,0.000000
sh,562500,机器人,中证机器人指数,华夏基金管理有限公司,300,0,879506137.07,0.000805,0.000000
sh,562510,旅游ETF,中证旅游主题指数,华夏基金管理有限公司,300,0,47978994.07,na,na
sh,562520,1000成长,中证智选1000成长创新策略指数,华夏基金管理有限公司,300,0,3654662.12,0.001409,0.000000
sh,562530,1000价值,中证智选1000价值稳健策略指数,华夏基金管理有限公司,300,0,2121184.03,0.001275,0.000000
sh,562550,绿电ETF,中证绿色电力指数,华夏基金管理有限公司,300,0,159723710.80,0.002070,0.016667
sh,562560,信息技术,中证全指信息技术指数,华夏基金管理有限公司,300,0,1301434.77,0.001924,0.016667
sh,562570,信创ETF,中证信息技术应用创新产业指数,华夏基金管理有限公司,300,0,32547496.03,0.000856,0.000000
sh,562580,可选消费,中证全指可选消费指数,华夏基金管理有限公司,300,0,2026758.90,0.002198,0.033333
sh,562590,半导材料,中证半导体材料设备主题指数,华夏基金管理有限公司,300,0,235250267.87,na,na
sh,562600,医疗器械,中证全指医疗器械指数,华夏基金管理有限公司,300,0,23230867.60,0.000937,0.000000
sh,562660,ZZ2000,中证2000指数,华夏基金管理有限公司,300,0,31292901.87,0.001605,0.000000
sh,562700,汽车零件,中证汽车零部件主题指数,华夏基金管理有限公司,300,0,19039324.03,0.001103,0.000000
sh,562800,稀有金属,中证稀有金属主题指数,嘉实基金管理有限公司,300,0,521338965.07,0.001189,0.000000
sh,562810,上证增强,上证综合指数,嘉实基金管理有限公司,293,0,2367917.25,0.003284,0.100000
sh,562820,集成电路,中证全指集成电路指数,嘉实基金管理有限公司,300,0,20936808.85,0.001489,0.016667
sh,562850,央企能源,中证国新央企现代能源指数,嘉实基金管理有限公司,300,0,20985388.57,0.001264,0.000000
sh,562860,疫苗ETF,中证疫苗与生物技术指数,嘉实基金管理有限公司,300,0,8494477.17,0.001019,0.000000
sh,562870,证券全指,中证全指证券公司指数,嘉实基金管理有限公司,202,0,6711931.53,0.001068,0.000000
sh,562880,电池基金,中证电池主题指数,嘉实基金管理有限公司,300,0,43359789.00,0.000875,0.000000
sh,562890,A50中证,中证A50指数,嘉实基金管理有限公司,300,0,26505655.87,0.000848,0.000000
sh,562900,现代农业,中证现代农业主题指数,易方达基金管理有限公司,300,0,15779029.13,0.001306,0.000000
sh,562910,高端制造,中证装备产业指数,易方达基金管理有限公司,300,0,9536324.38,0.001193,0.000000
sh,562920,信息安全,中证信息安全主题指数,易方达基金管理有限公司,300,0,8790376.28,0.001012,0.000000
sh,562930,软件30,中证软件服务指数,易方达基金管理有限公司,300,0,40079614.92,0.001001,0.000000
sh,562950,消电50,中证消费电子主题指数,易方达基金管理有限公司,300,0,87805598.13,0.001185,0.000000
sh,562960,绿色电力,中证绿色电力指数,易方达基金管理有限公司,300,0,52452207.85,0.001952,0.000000
sh,562970,光伏E,中证光伏产业指数,易方达基金管理有限公司,300,0,30781666.75,0.000789,0.000000
sh,562990,碳中和E,中证上海环交所碳中和指数,易方达基金管理有限公司,300,0,11413355.82,0.001028,0.000000
sh,563000,中国A50,MSCI中国A50互联互通人民币指数,易方达基金管理有限公司,300,0,31628995.53,0.000736,0.000000
sh,563010,电信ETF,中证电信主题指数,易方达基金管理有限公司,300,0,11206492.23,0.000854,0.000000
sh,563020,低波红利,中证红利低波动指数,易方达基金管理有限公司,300,0,230735262.00,0.000718,0.000000
sh,563030,增强500,中证500指数,易方达基金管理有限公司,300,0,2438363.93,0.002342,0.000000
sh,563050,科技央企,中证国新央企科技引领指数,易方达基金管理有限公司,300,0,6864028.15,0.000875,0.000000
sh,563060,央企50,中证国资央企50指数,易方达基金管理有限公司,250,0,1287412.70,0.002722,0.066667
sh,563080,中证A50E,中证A50指数,易方达基金管理有限公司,300,0,44707728.13,na,na
sh,563090,上50增强,上证50指数,易方达基金管理有限公司,300,0,4980169.95,na,na
sh,563150,油气资源,中证油气资源指数,银华基金管理股份有限公司,300,0,25646377.03,0.002469,0.050000
sh,563180,高股息,中证高股息策略指数,银华基金管理股份有限公司,300,0,7943130.55,0.000907,0.000000
sh,563200,2000指数,中证2000指数,富国基金管理有限公司,300,0,5557220.67,0.002417,0.033333
sh,563210,专精特新,恒生A股专精特新企业指数,富国基金管理有限公司,300,0,16530141.35,0.001659,0.000000
sh,563220,A500富国,中证A500指数,富国基金管理有限公司,300,0,541348694.93,0.000780,0.000000
sh,563230,卫星ETF,中证卫星产业指数,富国基金管理有限公司,164,0,504548248.27,0.000820,0.000000
sh,563280,A50增强,MSCI中国A50互联互通人民币指数,富国基金管理有限公司,300,0,837611.48,0.002571,0.033333
sh,563300,中证2000,中证2000指数,华泰柏瑞基金管理有限公司,300,0,513833907.73,0.000928,0.000000
sh,563320,通用航空,中证通用航空主题指数,华泰柏瑞基金管理有限公司,174,0,24387517.45,na,na
sh,563330,A股ETF,中证A股指数,华泰柏瑞基金管理有限公司,300,0,37887790.40,0.001118,0.000000
sh,563350,中证A50,中证A50指数,华泰柏瑞基金管理有限公司,300,0,17005290.00,0.000780,0.000000
sh,563360,A500基金,中证A500指数,华泰柏瑞基金管理有限公司,300,0,6363115165.87,0.000798,0.000000
sh,563380,航空航天,中证全指航空航天指数,华泰柏瑞基金管理有限公司,133,0,84075681.67,0.001137,0.000000
sh,563390,现金基金,中证全指自由现金流指数,华泰柏瑞基金管理有限公司,260,0,74406903.53,0.000933,0.000000
sh,563500,A500华宝,中证A500指数,华宝基金管理有限公司,300,0,18823073.08,0.001225,0.016667
sh,563510,A500红利,中证A500红利低波动指数,易方达基金管理有限公司,117,0,8524205.42,0.001014,0.000000
sh,563520,300永赢,沪深300指数,永赢基金管理有限公司,300,0,19696630.23,0.001157,0.000000
sh,563530,卫星E,中证卫星产业指数,易方达基金管理有限公司,128,0,185963022.80,0.001097,0.000000
sh,563550,增强A500,中证A500指数,摩根基金管理（中国）有限公司,251,0,9882961.70,0.001114,0.000000
sh,563560,科技成长,中证科技优势成长50策略指数,兴业基金管理有限公司,61,0,13961332.30,0.001544,0.000000
sh,563570,金融科,中证金融科技主题指数,兴业基金管理有限公司,131,0,14362673.40,0.001498,0.000000
sh,563580,现金800,中证800自由现金流指数,万家基金管理有限公司,202,0,11706013.23,0.001018,0.000000
sh,563590,红利A500,中证A500红利低波动指数,国寿安保基金管理有限公司,135,0,1268561.88,0.001860,0.000000
sh,563600,A500增强,中证A500指数,易方达基金管理有限公司,157,0,1821672.38,0.002604,0.016667
sh,563620,现金流全,中证全指自由现金流指数,兴业基金管理有限公司,184,0,5507025.73,0.001048,0.000000
sh,563630,A500指增,中证A500指数,国联安基金管理有限公司,220,0,1056770.00,0.003140,0.033333
sh,563650,A500中证,中证A500指数,兴业基金管理有限公司,278,0,10131918.83,0.001082,0.000000
sh,563660,A500银河,中证A500指数,银河基金管理有限公司,279,0,8419527.15,0.001141,0.000000
sh,563670,金科基金,中证金融科技主题指数,鹏华基金管理有限公司,151,0,2005633.08,0.002126,0.016667
sh,563680,现金流TF,中证800自由现金流指数,汇添富基金管理股份有限公司,252,0,5513643.18,0.001588,0.000000
sh,563690,红利永赢,中证红利低波动指数,永赢基金管理有限公司,153,0,3059721.12,0.000819,0.000000
sh,563700,红利价值,中证红利价值指数,易方达基金管理有限公司,262,0,8927289.80,0.000904,0.000000
sh,563750,500添富,中证小盘500指数,汇添富基金管理股份有限公司,139,0,18973530.73,0.001137,0.000000
sh,563760,中银现金,中证全指自由现金流指数,中银基金管理有限公司,237,0,107595179.07,0.000957,0.000000
sh,563770,全指现金,中证全指自由现金流指数,招商基金管理有限公司,251,0,10285240.10,0.001088,0.000000
sh,563780,现金指数,中证全指自由现金流指数,方正富邦基金管理有限公司,254,0,15860735.60,0.001479,0.000000
sh,563790,卫星产业,中证卫星产业指数,鹏华基金管理有限公司,94,0,78529089.27,0.001358,0.000000
sh,563800,A500龙头,中证A500指数,广发基金管理有限公司,300,0,516836881.60,0.000819,0.000000
sh,563830,现金流基,中证全指自由现金流指数,博时基金管理有限公司,247,0,5350001.27,0.001474,0.000000
sh,563850,食品广发,中证全指食品指数,广发基金管理有限公司,103,0,3515008.28,0.001141,0.000000
sh,563860,A500海富,中证A500指数,海富通基金管理有限公司,300,0,23448785.12,0.001384,0.016667
sh,563870,航空通用,中证通用航空主题指数,鹏华基金管理有限公司,86,0,3355915.30,0.002169,0.016667
sh,563880,A500添富,中证A500指数,汇添富基金管理股份有限公司,300,0,144431621.33,0.000985,0.000000
sh,563890,红利国有,中证国有企业红利指数,创金合信基金管理有限公司,148,0,630865.27,0.001762,0.000000
sh,563900,现金流,沪深300自由现金流指数,摩根基金管理（中国）有限公司,258,0,31480216.05,0.001066,0.000000
sh,563930,上指增强,上证综合指数,招商基金管理有限公司,93,0,4878417.35,0.002207,0.033333
sh,563960,300质量,沪深300质量指数,兴证全球基金管理有限公司,91,0,9061494.53,0.001260,0.000000
sh,563980,800红利,中证800红利低波动指数,鑫元基金管理有限公司,133,0,5217161.78,na,na
sh,563990,800现金,中证800自由现金流指数,富国基金管理有限公司,264,0,19731262.78,0.000932,0.000000
sh,588000,科创50,上证科创板50成份指数,华夏基金管理有限公司,300,0,4610445367.47,0.000597,0.000000
sh,588010,科创材料,上证科创板新材料指数,博时基金管理有限公司,300,0,22093461.33,0.000931,0.000000
sh,588020,科创50E,上证科创板成长指数,易方达基金管理有限公司,300,0,136626196.00,0.001050,0.000000
sh,588030,科创指基,上证科创板100指数,博时基金管理有限公司,300,0,288693547.20,0.000631,0.000000
sh,588040,科创板指,上证科创板50成份指数,鹏华基金管理有限公司,272,0,9302637.03,0.001845,0.033333
sh,588050,科创ETF,上证科创板50成份指数,工银瑞信基金管理有限公司,300,0,367312297.60,0.000761,0.000000
sh,588060,上证科创,上证科创板50成份指数,广发基金管理有限公司,300,0,304304530.13,0.001038,0.016667
sh,588070,科创万家,上证科创板成长指数,万家基金管理有限公司,300,0,4156849.38,0.001226,0.000000
sh,588080,科创板50,上证科创板50成份指数,易方达基金管理有限公司,300,0,1510663443.20,0.000709,0.000000
sh,588090,科创板,上证科创板50成份指数,华泰柏瑞基金管理有限公司,300,0,258234386.13,0.000768,0.000000
sh,588100,科创信息,上证科创板新一代信息技术指数,嘉实基金管理有限公司,300,0,23431913.52,0.000936,0.000000
sh,588110,科创成长,上证科创板成长指数,广发基金管理有限公司,300,0,29956540.23,0.001515,0.000000
sh,588120,科100ETF,上证科创板100指数,国泰基金管理有限公司,300,0,95156871.00,0.001098,0.000000
sh,588130,科创药,上证科创板生物医药指数,华夏基金管理有限公司,243,0,9004344.77,0.001362,0.000000
sh,588140,科200GF,上证科创板200指数,广发基金管理有限公司,150,0,9892797.68,0.001689,0.016667
sh,588150,科创龙头,上证科创板50成份指数,南方基金管理股份有限公司,300,0,36919156.13,0.000958,0.000000
sh,588160,科创新材,上证科创板新材料指数,南方基金管理股份有限公司,300,0,9955842.70,0.001281,0.000000
sh,588170,科创半导,上证科创板半导体材料设备主题指数,华夏基金管理有限公司,276,0,1213941037.87,0.001072,0.000000
sh,588180,科创50基,上证科创板50成份指数,国联安基金管理有限公司,300,0,33784194.08,0.001071,0.000000
sh,588190,科创100,上证科创板100指数,银华基金管理股份有限公司,300,0,193935154.53,0.001036,0.000000
sh,588200,科创芯片,上证科创板芯片指数,嘉实基金管理有限公司,300,0,3531437905.07,0.000700,0.000000
sh,588210,科创100E,上证科创板100指数,易方达基金管理有限公司,300,0,13657291.85,0.000954,0.000000
sh,588220,科创100F,上证科创板100指数,鹏华基金管理有限公司,300,0,609840205.33,0.001125,0.000000
sh,588230,科创200,上证科创板200指数,华泰柏瑞基金管理有限公司,300,0,203425207.60,0.001108,0.000000
sh,588240,科200,上证科创板200指数,鹏华基金管理有限公司,300,0,61683196.73,0.001120,0.016667
sh,588250,KC医药,上证科创板生物医药指数,鹏华基金管理有限公司,287,0,8091917.30,0.000998,0.000000
