Rs,ER_high,Vol,MDD,CVaR95_m,CVaR95_a,P_loss_m,T_rec,CR_MDD,CR_CVaR,CR_Vol,U,ER_high_oos,ER_high_p5,n_days,n_months,verdict,pass_return,pass_risk,pass_comp,pass_robust,strategy,cost_bps,start,end
0.008988096636648235,-0.019611903363351765,0.010136548608710409,-0.008002237006499935,-0.0003679907610548705,0.0012747573897259484,0.058823529411764705,1,-2.450802612747124,-15.384812452483995,-1.9347713033703717,-0.02060334067246065,-0.01675488677562824,-0.022327762022713922,326,17,观察（样本<24月）,False,True,False,False,S1,1.0,2025-01-13,2026-05-28
0.008699833700787973,-0.019900166299212027,0.01087309693247581,-0.008604529750000034,-0.0005849104401512983,0.0020261892004390476,0.058823529411764705,2,-2.3127546626486994,-9.821474862712689,-1.8302206282898232,-0.021064547654277885,-0.01619462290098221,-0.023030938357817762,326,17,观察（样本<24月）,False,True,False,False,S1-lite,1.0,2025-01-13,2026-05-28
0.012300662905678994,-0.016299337094321006,0.004852540536383318,-0.0034722385465001393,-0.0013913689776013927,0.00481984352256155,0.11764705882352941,2,-4.694187013950987,-3.3817149909585806,-3.358928580217319,-0.017369537477355253,-0.010195012228954511,-0.021928102311891615,326,17,观察（样本<24月）,False,True,False,False,S3,1.0,2025-01-13,2026-05-28
0.010438939258959667,-0.018161060741040333,0.007275027549005479,-0.00574079210772982,0.0003087180910705811,0.0010694308378998445,0.0,0,-3.163511306494963,,-2.4963562843858935,-0.018735139951813314,-0.014067198820131563,-0.020622070565352188,326,17,观察（样本<24月）,False,True,False,False,S2,1.0,2025-01-13,2026-05-28
0.014330057025672804,-0.014269942974327196,0.016178173137551145,-0.01407501086982299,-0.0001700889738215731,0.0005892054889324346,0.022222222222222223,2,-1.0138495171554107,-24.218957973698647,-0.8820490949750837,-0.01576582488464936,-0.019628468675103636,-0.0183008478068009,851,45,谨慎,False,True,False,False,S4,1.0,2022-09-15,2026-05-28
0.010331292769886202,-0.018268707230113798,0.00893147468131043,-0.00690952119999988,-0.0014991992721852254,0.005193378620190185,0.23529411764705882,2,-2.6439903288977704,-3.5176921549857627,-2.045430108909339,-0.019738666143142312,-0.011192429327786788,-0.023871841171720108,326,17,观察（样本<24月）,False,True,False,False,S5,1.0,2025-01-13,2026-05-28
0.02450617073299899,-0.004093829267001012,0.004848048308381368,-0.0036196326076394225,-0.001249548300238638,0.004328562285049302,0.08888888888888889,2,-1.1310068481427569,-0.9457711354046933,-0.8444283156014654,-0.00510507687052235,-0.014192356064263209,-0.011653743566974647,851,45,谨慎,False,True,False,False,S6,1.0,2022-09-15,2026-05-28
6.507705626823679e-06,-0.028593492294373177,0.002091992009160315,-0.0022267489465427337,-0.0010515256961305952,0.0036425918623248462,0.5324675324675324,76,-12.840914256978829,-7.849765599630939,-13.668069557230313,-0.029362555968376176,-0.028610838759324506,-0.029453939980856735,1549,77,不做,False,False,False,False,511990_BH,,2020-01-02,2026-05-28
